review_ts_ms,review_date,symbol,side_hint,strategy_hint,market_regime,opportunity_type,bot_status,miss_stage,miss_type,reason_code,reason_text,setup_id,signal_id,manual_tradable,improvement_candidate,note
1774223917302,2026-03-22,SIRENUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,SIRENUSDT-LONG-1774199700000,,yes,yes,24h_change=145.39% quote_volume=2801838162
1774223917302,2026-03-22,BRUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,BRUSDT-LONG-1774196400000,,yes,yes,24h_change=75.13% quote_volume=390772070
1774223917302,2026-03-22,JCTUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,acceptance_floor_lost 0.003414<0.003447,JCTUSDT-LONG-1774210200000,,yes,yes,24h_change=68.57% quote_volume=65471843
1774223917303,2026-03-22,BANANAS31USDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,BANANAS31USDT-LONG-1774168200000,,yes,yes,24h_change=47.55% quote_volume=239253576
1774223917303,2026-03-22,LYNUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,LYNUSDT-LONG-1774218000000,,yes,yes,24h_change=44.10% quote_volume=320201756
1774223917303,2026-03-22,ARIAUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,ARIAUSDT-LONG-1774203300000,,yes,yes,24h_change=33.86% quote_volume=77518412
1774223917303,2026-03-22,TRIAUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,TRIAUSDT-LONG-1774210800000,,yes,yes,24h_change=30.19% quote_volume=51044862
1774223917303,2026-03-22,GUNUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,GUNUSDT-SHORT-EXH-1774098900000,,yes,yes,24h_change=28.04% quote_volume=26423323
1774223917303,2026-03-22,LIGHTUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,LIGHTUSDT-LONG-1774202700000,,yes,yes,24h_change=24.25% quote_volume=30445757
1774223917303,2026-03-22,BTRUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,BTRUSDT-LONG-1774071300000,,yes,yes,24h_change=23.15% quote_volume=26072845
1774223917303,2026-03-22,KATUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,KATUSDT-SHORT-EXH-1774198800000,,yes,yes,24h_change=18.22% quote_volume=46203695
1774223917303,2026-03-22,DUSKUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,NOT_DETECTED,SCAN,BAD_MISS,not_detected,No pending or sent signal for top mover,,,yes,yes,24h_change=16.02% quote_volume=46046063
1774223917303,2026-03-22,RIVERUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,RIVERUSDT-LONG-1774212900000,,yes,yes,24h_change=15.90% quote_volume=493775469
1774223917303,2026-03-22,DEGOUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,DOWNTREND,TOP_LOSER,SENT,SEND,CAUGHT,sent,1h exhaustion 23/35 + 15m breakdown 28/30 -> retest fail retest fail + 15m retest 35/35,DEGOUSDT-SHORT-1774202400000-2,DEGOUSDT-SHORT-1774202400000-2,yes,no,24h_change=-15.52% quote_volume=33300015
1774223917303,2026-03-22,UAIUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,DOWNTREND,TOP_LOSER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,UAIUSDT-SHORT-EXH-1774215900000,,yes,yes,24h_change=-13.86% quote_volume=89408161
1774223917303,2026-03-22,CYSUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,CYSUSDT-LONG-1774214400000,,yes,yes,24h_change=12.85% quote_volume=32362951
1774223917303,2026-03-22,SIGNUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,SIGNUSDT-SHORT-EXH-1774191600000,,yes,yes,24h_change=10.26% quote_volume=67225780
1774223917303,2026-03-22,EDGEUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,stale_breakout runup 3.99%,EDGEUSDT-LONG-1774201500000,,yes,yes,24h_change=9.50% quote_volume=42857325
1774223917303,2026-03-22,BEATUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,BEATUSDT-LONG-1774200000000,,yes,yes,24h_change=9.17% quote_volume=73452371
1774223917303,2026-03-22,DEXEUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,acceptance_floor_lost 6.980000<7.070200,DEXEUSDT-LONG-1774206300000,,yes,yes,24h_change=9.01% quote_volume=27890326
